TID	CHEMBL_ID	TargetName	Organism
30030	CHEMBL5257	Serine/threonine-protein kinase NEK9	Homo sapiens
101053	CHEMBL5052	Serine/threonine-protein kinase MRCK beta	Homo sapiens
101607	CHEMBL5912	Serine/threonine-protein kinase 32B	Homo sapiens
101503	CHEMBL5698	NUAK family SNF1-like kinase 2	Homo sapiens
10125	CHEMBL2883	Thymidine kinase, cytosolic	Homo sapiens
101045	CHEMBL5044	Serine/threonine-protein kinase Nek5	Homo sapiens
101553	CHEMBL5790	Serine/threonine-protein kinase PCTAIRE-2	Homo sapiens
10032	CHEMBL3817	Bcl2-antagonist of cell death (BAD)	Homo sapiens
101312	CHEMBL5749	Mitogen-activated protein kinase kinase kinase kinase 1	Homo sapiens
100914	CHEMBL5316	Serine/threonine-protein kinase PCTAIRE-3	Homo sapiens
102678	CHEMBL5838	Receptor tyrosine-protein kinase erbB-3	Homo sapiens
101338	CHEMBL5808	PITSLRE serine/threonine-protein kinase CDC2L1	Homo sapiens
30031	CHEMBL5258	CaM kinase I gamma	Homo sapiens
30048	CHEMBL4851	Serine/threonine-protein kinase 38-like	Homo sapiens
101056	CHEMBL5082	Serine/threonine-protein kinase 24	Homo sapiens
30050	CHEMBL4853	Mitogen-activated protein kinase kinase kinase 4	Homo sapiens
10371	CHEMBL4948	Dual specificity mitogen-activated protein kinase kinase 5	Homo sapiens
100976	CHEMBL5416	PITSLRE serine/threonine-protein kinase CDC2L2	Homo sapiens
11504	CHEMBL2145	Kynurenine 3-monooxygenase	Homo sapiens
103449	CHEMBL1163120	Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing subunit gamma	Homo sapiens
101448	CHEMBL6123	Serine/threonine-protein kinase DCLK3	Homo sapiens
17054	CHEMBL2623	Acyl coenzyme A:cholesterol acyltransferase	Oryctolagus cuniculus
101538	CHEMBL5759	Mitogen-activated protein kinase 4	Homo sapiens
10537	CHEMBL2531	P2X purinoceptor 2	Homo sapiens
101221	CHEMBL5519	Serine/threonine-protein kinase DCLK2	Homo sapiens
101055	CHEMBL5081	Interleukin-1 receptor-associated kinase 3	Homo sapiens
100861	CHEMBL5200	C-X-C chemokine receptor type 3	Mus musculus
12919	CHEMBL3530	Dual specificity mitogen-activated protein kinase kinase 7	Homo sapiens
11581	CHEMBL2991	Dihydroorotate dehydrogenase	Mus musculus
10939	CHEMBL4924	Ribosomal protein S6 kinase alpha 6	Homo sapiens
100951	CHEMBL5334	Non-receptor tyrosine-protein kinase TNK1	Homo sapiens
30042	CHEMBL4522	BMP-2-inducible protein kinase	Homo sapiens
10659	CHEMBL2116	AMP-activated protein kinase, alpha-2 subunit	Homo sapiens
100799	CHEMBL3321	Monoglyceride lipase	Rattus norvegicus
10926	CHEMBL2552	Carboxypeptidase B	Homo sapiens
30046	CHEMBL4526	Ephrin type-A receptor 6	Homo sapiens
10109	CHEMBL2578	Scytalone dehydratase	Magnaporthe oryzae (strain 70-15 / FGSC 8958) (Rice blast fungus)(Pyricularia oryzae)
103673	CHEMBL1293240	Plectin	Homo sapiens
105139	CHEMBL2146311	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1	Homo sapiens
101093	CHEMBL5158	Sodium channel protein type X alpha subunit	Mus musculus
101239	CHEMBL5579	Citron Rho-interacting kinase	Homo sapiens
101182	CHEMBL5426	Myosin light chain kinase family member 4	Homo sapiens
11560	CHEMBL3085	Excitatory amino acid transporter 1	Homo sapiens
30022	CHEMBL4597	Serine/threonine-protein kinase PCTAIRE-1	Homo sapiens
101078	CHEMBL5121	Mitogen-activated protein kinase 6	Homo sapiens
17144	CHEMBL2982	Adenosine kinase	Toxoplasma gondii
30041	CHEMBL4312	Serine/threonine-protein kinase 36	Homo sapiens
106605	CHEMBL2366461	Cytochrome b6-f complex subunit 4	Spinacia oleracea
12570	CHEMBL4391	Fructose-1,6-bisphosphatase	Rattus norvegicus
100836	CHEMBL4849	Serine/threonine-protein kinase NEK7	Homo sapiens
30006	CHEMBL3981	Serine/threonine-protein kinase 10	Homo sapiens
102399	CHEMBL6054	PAS domain-containing serine/threonine-protein kinase	Homo sapiens
101211	CHEMBL5483	Insulin receptor-related protein	Homo sapiens
101188	CHEMBL5432	Mitogen-activated protein kinase kinase kinase kinase 3	Homo sapiens
30010	CHEMBL4134	Ephrin type-A receptor 8	Homo sapiens
30029	CHEMBL5256	CaM-kinase kinase alpha	Homo sapiens
101316	CHEMBL5753	Uncharacterized aarF domain-containing protein kinase 4	Homo sapiens
10957	CHEMBL2457	Arachidonate 15-lipoxygenase, type II	Homo sapiens
102452	CHEMBL6175	Lysine-specific demethylase 4C	Homo sapiens
30000	CHEMBL3830	Adaptor-associated kinase	Homo sapiens
101181	CHEMBL5406	Histone-arginine methyltransferase CARM1	Homo sapiens
100906	CHEMBL5274	Tyrosine-protein kinase receptor Tie-1	Homo sapiens
103913	CHEMBL1681620	Dihydrofolate reductase	Staphylococcus aureus
104197	CHEMBL1795117	Histone-lysine N-methyltransferase, H3 lysine-79 specific	Homo sapiens
101229	CHEMBL5550	Chaperone activity of bc1 complex-like, mitochondrial	Homo sapiens
30027	CHEMBL4602	Ephrin type-A receptor 7	Homo sapiens
12037	CHEMBL2777	myosin light chain kinase 2	Homo sapiens
12046	CHEMBL1915	Tubulin beta-1 chain	Homo sapiens
10297	CHEMBL2480	Tyrosine-protein kinase LCK	Mus musculus
10778	CHEMBL3123	Death-associated protein kinase 2	Homo sapiens
101032	CHEMBL5606	Serine/threonine-protein kinase 11	Homo sapiens
30033	CHEMBL3984	Tyrosine- and threonine-specific cdc2-inhibitory kinase	Homo sapiens
101433	CHEMBL6082	Serine/threonine-protein kinase SIK1	Homo sapiens
11766	CHEMBL2676	Endothelin-converting enzyme 1	Rattus norvegicus
101177	CHEMBL5402	Signal transducer and activator of transcription 3	Mus musculus
12809	CHEMBL3204	Plasminogen	Rattus norvegicus
30019	CHEMBL3987	Ephrin type-A receptor 5	Homo sapiens
161	CHEMBL2015	Glutamate (NMDA) receptor subunit zeta 1	Homo sapiens
100986	CHEMBL5460	Heat shock 70 kDa protein 1	Homo sapiens
30044	CHEMBL4524	Serine/threonine-protein kinase PAK7	Homo sapiens
20056	CHEMBL5281	Cytochrome P450 2E1	Homo sapiens
11221	CHEMBL4016	Glutamate receptor ionotropic, AMPA 2	Homo sapiens
100992	CHEMBL5466	Activin receptor type-2B	Homo sapiens
101097	CHEMBL5162	Neuropeptide S receptor	Homo sapiens
12932	CHEMBL4497	NADH-ubiquinone oxidoreductase chain 1	Bos taurus
100850	CHEMBL4574	BR serine/threonine-protein kinase 2	Homo sapiens
12770	CHEMBL4956	GABA receptor alpha-2 subunit	Homo sapiens
12828	CHEMBL4442	Cyclin-dependent kinase 3	Homo sapiens
12635	CHEMBL3604	Protein kinase C gamma	Rattus norvegicus
30004	CHEMBL3938	Serine/threonine-protein kinase 16	Homo sapiens
11602	CHEMBL4062	Calpain 1	Sus scrofa
100833	CHEMBL5198	Mitogen-activated protein kinase 15	Homo sapiens
102860	CHEMBL1075307	Tryptophan 2,3-dioxygenase	Mus musculus
101282	CHEMBL5684	Muscle, skeletal receptor tyrosine protein kinase	Homo sapiens
30024	CHEMBL4598	Serine/threonine-protein kinase MST1	Homo sapiens
109609	CHEMBL3425388	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1	Mus musculus
101340	CHEMBL5810	Ephrin type-A receptor 1	Homo sapiens
101179	CHEMBL5404	Serine/threonine-protein kinase tousled-like 2	Homo sapiens
12818	CHEMBL2870	Methionyl-tRNA synthetase	Homo sapiens
104219	CHEMBL1795139	Transmembrane protease serine 6	Homo sapiens
100602	CHEMBL4542	Probable low molecular weight protein-tyrosine-phosphatase	Mycobacterium tuberculosis
12029	CHEMBL2738	Acrosin	Homo sapiens
103999	CHEMBL1741203	Scavenger receptor class B member 1	Mus musculus
104215	CHEMBL1795135	3-oxoacyl-[acyl-carrier-protein] synthase 3	Escherichia coli
10478	CHEMBL2109	Dual specificity mitogen-activated protein kinase kinase 3	Homo sapiens
101204	CHEMBL5476	Bone morphogenetic protein receptor type-1B	Homo sapiens
102788	CHEMBL6157	Tumor susceptibility gene 101 protein	Homo sapiens
100824	CHEMBL3542	Serine/threonine-protein kinase NIM1	Homo sapiens
101183	CHEMBL5427	Homeodomain-interacting protein kinase 1	Homo sapiens
30040	CHEMBL4311	Serine/threonine-protein kinase PAK6	Homo sapiens
101026	CHEMBL5575	Lysyl-tRNA synthetase	Homo sapiens
54	CHEMBL1828	DNA polymerase alpha subunit	Homo sapiens
20108	CHEMBL4091	1-deoxyxylulose-5-phosphate reductoisomerase	Escherichia coli K-12
100993	CHEMBL5467	Bone morphogenetic protein receptor type-2	Homo sapiens
12938	CHEMBL3481	Carboxypeptidase A1	Bos taurus
10857	CHEMBL3028	Hypoxia-inducible factor prolyl hydroxylase 1	Homo sapiens
20126	CHEMBL3433	Neurokinin 2 receptor	Oryctolagus cuniculus
102988	CHEMBL5832	Cathepsin B-like cysteine protease	Trypanosoma brucei
104545	CHEMBL2034805	N-acylethanolamine-hydrolyzing acid amidase	Rattus norvegicus
10207	CHEMBL2918	cAMP-dependent protein kinase beta-1 catalytic subunit	Homo sapiens
104383	CHEMBL1926488	Protoporphyrinogen oxidase	Homo sapiens
102631	CHEMBL5983	Aldo-keto reductase family 1 member B10	Homo sapiens
10199	CHEMBL4940	L-lactate dehydrogenase B chain	Homo sapiens
11500	CHEMBL4342	Group X secretory phospholipase A2	Homo sapiens
107601	CHEMBL2384898	N-arachidonyl glycine receptor	Homo sapiens
101004	CHEMBL5510	Mitogen-activated protein kinase 3	Mus musculus
264	CHEMBL1837	Trypanothione reductase	Trypanosoma brucei brucei
30020	CHEMBL5072	Ephrin type-B receptor 1	Homo sapiens
12276	CHEMBL3956	Mitogen-activated protein kinase kinase kinase 1	Homo sapiens
311	CHEMBL1923	Histidine-rich protein	Plasmodium falciparum
100918	CHEMBL5320	Myotonin-protein kinase	Homo sapiens
11762	CHEMBL3607	Glutamate receptor ionotropic kainate 2	Rattus norvegicus
11483	CHEMBL2810	Protein-glutamine gamma-glutamyltransferase K	Homo sapiens
11141	CHEMBL4773	Glucagon receptor	Mus musculus
30021	CHEMBL3988	Ephrin type-A receptor 4	Homo sapiens
10059	CHEMBL3313	Vesicular acetylcholine transporter	Torpedo californica
10928	CHEMBL4921	Urotensin II receptor	Rattus norvegicus
10983	CHEMBL3154	Neurokinin 3 receptor	Rattus norvegicus
103738	CHEMBL1293305	Genome polyprotein	Hepatitis C virus
101612	CHEMBL5940	Serine/threonine-protein kinase MARK1	Homo sapiens
20023	CHEMBL5062	Coagulation factor X	Oryctolagus cuniculus
105603	CHEMBL2321614	Potassium channel subfamily K member 9	Homo sapiens
11299	CHEMBL3263	Histamine H3 receptor	Mus musculus
102830	CHEMBL1075280	Dual specificity protein kinase CLK1	Mus musculus
11142	CHEMBL4720	Glucagon receptor	Rattus norvegicus
10900	CHEMBL3023	Sphingosine kinase 2	Homo sapiens
100874	CHEMBL3784	Histone acetyltransferase p300	Homo sapiens
100418	CHEMBL4246	Tyrosine-protein kinase TEC	Homo sapiens
11150	CHEMBL2558	Death-associated protein kinase 1	Homo sapiens
103467	CHEMBL1169598	Polymerase acidic protein	Influenza A virus (A/Puerto Rico/8/1934(H1N1))
20095	CHEMBL3820	Hexokinase type IV	Homo sapiens
10235	CHEMBL2171	Dual specificity mitogen-activated protein kinase kinase 6	Homo sapiens
100907	CHEMBL5275	Bone morphogenetic protein receptor type-1A	Homo sapiens
102780	CHEMBL6152	Alpha-synuclein	Homo sapiens
108311	CHEMBL3259470	G-protein coupled receptor 183	Homo sapiens
11908	CHEMBL2999	Serine/threonine-protein kinase PAK 3	Homo sapiens
10756	CHEMBL3236	Protein-tyrosine phosphatase G1	Homo sapiens
11047	CHEMBL2897	Dual specificity mitogen-activated protein kinase kinase 4	Homo sapiens
100611	CHEMBL3491	Cytochrome P450 2J2	Homo sapiens
109931	CHEMBL3638326	Gag-Pol polyprotein	Human immunodeficiency virus type 1 group M subtype B (isolateBRU/LAI) (HIV-1)
100979	CHEMBL5419	Genome polyprotein	West Nile virus
11628	CHEMBL3117	Choline kinase alpha	Homo sapiens
101018	CHEMBL5567	Luciferin 4-monooxygenase	Photinus pyralis
11540	CHEMBL4051	Cystic fibrosis transmembrane conductance regulator	Homo sapiens
110	CHEMBL1857	Enoyl-[acyl-carrier-protein] reductase	Escherichia coli K-12
11202	CHEMBL4464	Acyl coenzyme A:cholesterol acyltransferase 1	Mus musculus
20025	CHEMBL5014	Serine/threonine-protein kinase RIPK2	Homo sapiens
101402	CHEMBL5973	Carbonic anhydrase 15	Mus musculus
10167	CHEMBL2888	Metabotropic glutamate receptor 3	Homo sapiens
329	CHEMBL2027	Niemann-Pick C1-like protein 1	Homo sapiens
109955	CHEMBL3638350	Collagenase 3	Mus musculus
100908	CHEMBL5310	Activin receptor type-1B	Homo sapiens
101174	CHEMBL5399	Pituitary adenylate cyclase-activating polypeptide type I receptor	Homo sapiens
11107	CHEMBL3813	Dipeptidyl peptidase IV	Sus scrofa
4	CHEMBL1859	Voltage-gated T-type calcium channel alpha-1H subunit	Homo sapiens
103626	CHEMBL1287624	Lethal(3)malignant brain tumor-like protein 4	Homo sapiens
109969	CHEMBL3638364	Glycogen synthase kinase-3 beta splice variant X1	Bos taurus
19672	CHEMBL3513	Acidic alpha-glucosidase	Rattus norvegicus
12998	CHEMBL4675	Tripeptidyl aminopeptidase	Rattus norvegicus
11209	CHEMBL4014	Tyrosine-protein kinase ABL2	Homo sapiens
101317	CHEMBL5754	MAP/microtubule affinity-regulating kinase 4	Homo sapiens
12643	CHEMBL3305	Testis-specific androgen-binding protein	Homo sapiens
104565	CHEMBL2046264	Renin	Macaca fascicularis
10621	CHEMBL2490	Serotonin 2a (5-HT2a) receptor	Sus scrofa
30005	CHEMBL3980	Serine/threonine-protein kinase 17B	Homo sapiens
104062	CHEMBL1743121	Solute carrier organic anion transporter family member 1B3	Homo sapiens
105188	CHEMBL2150837	ATPase family AAA domain-containing protein 2	Homo sapiens
11390	CHEMBL4176	Alpha-L-fucosidase I	Homo sapiens
20128	CHEMBL4090	Protein kinase Pfmrk	Plasmodium falciparum
104206	CHEMBL1795126	cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A	Mus musculus
109963	CHEMBL3638358	High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A	Rattus norvegicus
11251	CHEMBL4559	Aldose reductase	Sus scrofa
101504	CHEMBL5699	Serine/threonine-protein kinase SIK2	Homo sapiens
101490	CHEMBL5662	2,3-dihydroxybenzoate-AMP ligase	Mycobacterium tuberculosis
10013	CHEMBL4715	Phospholipase A2 group 1B	Sus scrofa
10108	CHEMBL4769	Geranylgeranyl pyrophosphate synthetase	Homo sapiens
101546	CHEMBL5767	PROBABLE TRANSMEMBRANE CARBONIC ANHYDRASE (CARBONATE DEHYDRATASE) (CARBONIC DEHYDRATASE)	Mycobacterium tuberculosis
12395	CHEMBL2383	Dihydroorotate dehydrogenase	Rattus norvegicus
103740	CHEMBL1293307	3C-like protease	Infectious bronchitis virus
20105	CHEMBL3349	Cathepsin K	Oryctolagus cuniculus
20122	CHEMBL3933	Prostanoid DP receptor	Mus musculus
11031	CHEMBL3467	P-glycoprotein 1	Mus musculus
109600	CHEMBL3414417	Histone acetyltransferase RTT109	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
13055	CHEMBL3623	Quinone reductase 1)	Homo sapiens
11000	CHEMBL2188	Purinergic receptor P2Y12	Rattus norvegicus
10087	CHEMBL2447	Deoxycytidine kinase	Homo sapiens
103627	CHEMBL1287625	MBT domain-containing protein 1	Homo sapiens
30009	CHEMBL4954	Ephrin type-A receptor 3	Homo sapiens
107653	CHEMBL2424504	Lysine-specific demethylase 5A	Homo sapiens
106656	CHEMBL2366512	Protoporphyrinogen IX oxidase	Zea mays
12291	CHEMBL3972	GAR transformylase	Homo sapiens
101030	CHEMBL5604	Dual specificity testis-specific protein kinase 1	Homo sapiens
11199	CHEMBL2407	Elastase 2A	Sus scrofa
12502	CHEMBL2573	P-glycoprotein 3	Mus musculus
12469	CHEMBL3337	Vascular endothelial growth factor receptor 2	Mus musculus
10742	CHEMBL4135	Geranylgeranyl transferase type I beta subunit	Homo sapiens
105440	CHEMBL2189110	Histone-lysine N-methyltransferase EZH2	Homo sapiens
105568	CHEMBL2304405	Neurokinin 2 receptor	Mesocricetus auratus
100952	CHEMBL5335	Baculoviral IAP repeat-containing protein 3	Homo sapiens
100340	CHEMBL5205	GABA transporter 3	Mus musculus
11343	CHEMBL4133	Cyclooxygenase-1	Canis lupus familiaris
100446	CHEMBL4461	NAD-dependent deacetylase sirtuin 3	Homo sapiens
12298	CHEMBL3415	Thymidine kinase	Human herpesvirus 2
100925	CHEMBL5358	Eukaryotic translation initiation factor 2-alpha kinase 4	Homo sapiens
100949	CHEMBL5332	Mitogen-activated protein kinase 7	Homo sapiens
100424	CHEMBL4367	Tyrosine-protein kinase TXK	Homo sapiens
100071	CHEMBL4487	Serine/threonine-protein kinase PAK 2	Homo sapiens
277	CHEMBL1870	Retinoid X receptor beta	Homo sapiens
18080	CHEMBL5451	Sodium channel protein type X alpha subunit	Homo sapiens
11061	CHEMBL2203	Motilin receptor	Homo sapiens
12170	CHEMBL2384	Adenosine kinase	Rattus norvegicus
30032	CHEMBL5284	CaM-kinase kinase beta	Homo sapiens
100127	CHEMBL4454	Tyrosine-protein kinase FGR	Homo sapiens
102672	CHEMBL6032	Histone-lysine N-methyltransferase, H3 lysine-9 specific 3	Homo sapiens
100431	CHEMBL4422	Free fatty acid receptor 1	Homo sapiens
10328	CHEMBL2391	11-beta-hydroxysteroid dehydrogenase 1	Rattus norvegicus
113	CHEMBL1903	GABA transporter 1	Homo sapiens
11117	CHEMBL4556	Glycine transporter 1	Rattus norvegicus
11832	CHEMBL3740	Poly [ADP-ribose] polymerase-1	Mus musculus
10989	CHEMBL2186	Carbonic anhydrase XIII	Mus musculus
12855	CHEMBL2593	Peptide N-myristoyltransferase 1	Homo sapiens
12131	CHEMBL2322	Renin	Rattus norvegicus
10442	CHEMBL3548	Peptide N-myristoyltransferase 1	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)
100613	CHEMBL3492	Proteasome Macropain subunit	Homo sapiens
13076	CHEMBL4054	GABA transporter 1	Rattus norvegicus
20137	CHEMBL3797	Serine-protein kinase ATM	Homo sapiens
100931	CHEMBL5364	Serine/threonine protein kinase NLK	Homo sapiens
14044	CHEMBL3520	Envelope polyprotein GP160	Human immunodeficiency virus type 1 group M subtype B (isolate HXB2)(HIV-1)
105177	CHEMBL2146350	ATP-sensitive inward rectifier potassium channel 1	Rattus norvegicus
12704	CHEMBL3194	Transthyretin	Homo sapiens
103840	CHEMBL1641358	Beta-lactamase	Klebsiella pneumoniae
11843	CHEMBL3906	Ribosomal protein S6 kinase alpha 2	Homo sapiens
10991	CHEMBL3780	Small conductance calcium-activated potassium channel protein 3	Rattus norvegicus
20020	CHEMBL4355	Serine/threonine-protein kinase GAK	Homo sapiens
102667	CHEMBL6029	Eukaryotic translation initiation factor 2-alpha kinase 1	Homo sapiens
100633	CHEMBL4208	Proteasome component C5	Homo sapiens
11396	CHEMBL291	Phosphodiesterase 4C	Homo sapiens
30016	CHEMBL3834	Tyrosine-protein kinase BMX	Homo sapiens
11922	CHEMBL2378	Dual specificity phosphatase Cdc25C	Homo sapiens
103440	CHEMBL1163111	Interleukin-5	Mus musculus
10971	CHEMBL2494	CaM kinase IV	Homo sapiens
10410	CHEMBL2104	P2X purinoceptor 4	Homo sapiens
104573	CHEMBL2052031	Peptidyl-prolyl cis-trans isomerase FKBP5	Homo sapiens
19607	CHEMBL3392	Thermolysin	Bacillus thermoproteolyticus
103767	CHEMBL1615381	Menin	Homo sapiens
100933	CHEMBL5366	Poly [ADP-ribose] polymerase 2	Homo sapiens
100990	CHEMBL5464	Receptor-interacting serine/threonine-protein kinase 1	Homo sapiens
104314	CHEMBL1908383	Phosphatidylinositol-4-phosphate 5-kinase type-1 gamma	Homo sapiens
101526	CHEMBL5736	Glucagon	Homo sapiens
103800	CHEMBL1628481	Apelin receptor	Homo sapiens
102669	CHEMBL6030	Eukaryotic translation initiation factor 2-alpha kinase 3	Homo sapiens
11416	CHEMBL3902	Glutathione S-transferase Pi	Homo sapiens
100006	CHEMBL5525	3-beta-hydroxysteroid-delta(8),delta(7)-isomerase	Cavia porcellus
10143	CHEMBL4877	Neuropeptide Y receptor type 4	Homo sapiens
18072	CHEMBL4187	Sodium channel protein type II alpha subunit	Homo sapiens
104117	CHEMBL1764940	Replication protein A 70 kDa DNA-binding subunit	Homo sapiens
11637	CHEMBL3384	Protein kinase N1	Homo sapiens
101613	CHEMBL5941	Serine/threonine-protein kinase MST4	Homo sapiens
12162	CHEMBL2323	Cathepsin B	Bos taurus
103625	CHEMBL1287623	Lethal(3)malignant brain tumor-like protein 3	Homo sapiens
266	CHEMBL2004	Retinoid X receptor gamma	Homo sapiens
11243	CHEMBL3526	Muscle glycogen phosphorylase	Homo sapiens
11692	CHEMBL4611	Complement C1r	Homo sapiens
10782	CHEMBL3125	Ribosomal protein S6 kinase alpha 4	Homo sapiens
100341	CHEMBL3699	GABA transporter 4	Mus musculus
10785	CHEMBL4761	C3a anaphylatoxin chemotactic receptor	Homo sapiens
101410	CHEMBL6005	Serine/threonine-protein kinase 33	Homo sapiens
12104	CHEMBL3368	Glucocorticoid receptor	Rattus norvegicus
101233	CHEMBL5554	Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing beta polypeptide	Homo sapiens
11925	CHEMBL3973	Fibroblast growth factor receptor 4	Homo sapiens
11873	CHEMBL2873	Mitogen-activated protein kinase kinase kinase 10	Homo sapiens
109939	CHEMBL3638334	Opioid growth factor receptor-like protein 1	Homo sapiens
12409	CHEMBL4564	Dihydrofolate reductase	Mus musculus
12688	CHEMBL323	Serotonin 2b (5-HT2b) receptor	Rattus norvegicus
10559	CHEMBL3399	Sodium channel protein type II alpha subunit	Rattus norvegicus
104320	CHEMBL1908389	Mitogen-activated protein kinase kinase kinase 12	Homo sapiens
10150	CHEMBL2360	Hypoxanthine-guanine phosphoribosyltransferase	Homo sapiens
103508	CHEMBL1250375	NADPH oxidase 4	Homo sapiens
11097	CHEMBL2577	Sodium/hydrogen exchanger 1	Rattus norvegicus
103714	CHEMBL1293281	Epstein-Barr nuclear antigen 1	Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4)
10909	CHEMBL4796	Beta-chymotrypsin	Homo sapiens
10133	CHEMBL3429	Estrogen-related receptor alpha	Homo sapiens
10654	CHEMBL4744	Alpha-2a adrenergic receptor	Bos taurus
100875	CHEMBL5500	Histone acetyltransferase PCAF	Homo sapiens
101332	CHEMBL5784	NUAK family SNF1-like kinase 1	Homo sapiens
10856	CHEMBL3062	Myosin light chain kinase, smooth muscle	Gallus gallus
100416	CHEMBL4901	Ephrin type-B receptor 3	Homo sapiens
30	CHEMBL1935	Aldehyde dehydrogenase	Homo sapiens
103682	CHEMBL1293249	Kruppel-like factor 5	Homo sapiens
100151	CHEMBL4530	Coagulation factor XIII	Homo sapiens
101488	CHEMBL5631	Uncharacterized protein Rv1284/MT1322	Mycobacterium tuberculosis
213	CHEMBL1820	Thymidine kinase	Human herpesvirus 1 (strain SC16) (HHV-1) (Human herpes simplex virus1)
103060	CHEMBL1075323	Endoplasmin	Homo sapiens
10759	CHEMBL3897	DNA polymerase III	Bacillus subtilis (strain 168)
100968	CHEMBL5387	Sonic hedgehog protein	Mus musculus
12608	CHEMBL4772	1-acylglycerol-3-phosphate O-acyltransferase beta	Homo sapiens
104154	CHEMBL1781862	Calmodulin-domain protein kinase 1	Toxoplasma gondii
12780	CHEMBL4070	Casein kinase II alpha (prime)	Homo sapiens
107659	CHEMBL2424510	E3 ubiquitin-protein ligase UHRF1	Homo sapiens
10679	CHEMBL4080	Bombesin receptor subtype-3	Homo sapiens
10806	CHEMBL3378	Tumor necrosis factor receptor R1	Homo sapiens
104316	CHEMBL1908385	Serine/threonine-protein kinase pknB	Mycobacterium tuberculosis
10551	CHEMBL2499	PI3-kinase p110-alpha subunit	Mus musculus
100171	CHEMBL4586	Seed lipoxygenase-1	Glycine max
103624	CHEMBL1287622	Lethal(3)malignant brain tumor-like protein 1	Homo sapiens
11815	CHEMBL3761	Beta-glucosidase	Homo sapiens
101049	CHEMBL5048	Neutral cholesterol ester hydrolase 1	Homo sapiens
12887	CHEMBL2289	Beta-2 adrenergic receptor	Canis lupus familiaris
101435	CHEMBL6084	Acetylcholine-binding protein	Lymnaea stagnalis
10701	CHEMBL2526	Methionine aminopeptidase 1	Saccharomyces cerevisiae S288c
101509	CHEMBL5704	Elongation of very long chain fatty acids protein 6	Homo sapiens
100168	CHEMBL5533	Nuclear factor NF-kappa-B p65 subunit	Homo sapiens
100144	CHEMBL5027	Flap endonuclease 1	Homo sapiens
11498	CHEMBL3176	Galanin receptor 2	Homo sapiens
10245	CHEMBL2361	Thymidylate kinase	Mycobacterium tuberculosis
103698	CHEMBL1293265	Serine/threonine-protein phosphatase	Homo sapiens
30015	CHEMBL4226	Dual specificity protein kinase CLK3	Homo sapiens
17005	CHEMBL3446	Serotonin 2a (5-HT2a) receptor	Bos taurus
30038	CHEMBL4309	Serine/threonine-protein kinase NEK6	Homo sapiens
103947	CHEMBL1697668	Solute carrier organic anion transporter family member 1B1	Homo sapiens
10083	CHEMBL2164	Serine/threonine protein phosphatase PP1-alpha catalytic subunit	Homo sapiens
103657	CHEMBL1293224	Microtubule-associated protein tau	Homo sapiens
100290	CHEMBL4383	Gastric inhibitory polypeptide receptor	Homo sapiens
11382	CHEMBL2688	Hexokinase type I	Homo sapiens
11569	CHEMBL3290	Ephrin type-B receptor 2	Homo sapiens
18043	CHEMBL2072	Sodium channel protein type IV alpha subunit	Homo sapiens
10981	CHEMBL4554	Neurokinin 2 receptor	Rattus norvegicus
10567	CHEMBL2439	Myeloperoxidase	Homo sapiens
104266	CHEMBL1795186	Bromodomain-containing protein 3	Homo sapiens
19689	CHEMBL3250	Lysophosphatidic acid receptor Edg-7	Homo sapiens
100878	CHEMBL5524	Protein-arginine N-methyltransferase 1	Homo sapiens
12683	CHEMBL4766	Pyruvate dehydrogenase kinase isoform 1	Homo sapiens
103445	CHEMBL1163116	Cholesteryl ester transfer protein	Oryctolagus cuniculus
10113	CHEMBL2978	Somatostatin receptor 2	Rattus norvegicus
12023	CHEMBL2274	Sphingosine 1-phosphate receptor Edg-8	Homo sapiens
103069	CHEMBL1075138	Tyrosyl-DNA phosphodiesterase 1	Homo sapiens
10275	CHEMBL4824	P2X purinoceptor 3	Rattus norvegicus
12642	CHEMBL2755	Glutathione reductase	Homo sapiens
12173	CHEMBL3361	Dopamine D4 receptor	Rattus norvegicus
100034	CHEMBL4919	Histone deacetylase HD2	Zea mays
11092	CHEMBL4081	Coagulation factor III	Homo sapiens
11346	CHEMBL4033	Cyclooxygenase-2	Canis lupus familiaris
20088	CHEMBL3348	Heme oxygenase 2	Rattus norvegicus
10139	CHEMBL2885	Carbonic anhydrase III	Homo sapiens
286	CHEMBL2063	Ceramide glucosyltransferase	Homo sapiens
100917	CHEMBL5319	Epithelial discoidin domain-containing receptor 1	Homo sapiens
11204	CHEMBL4465	Acyl coenzyme A:cholesterol acyltransferase 2	Homo sapiens
103692	CHEMBL1293259	Ephrin type-A receptor 4	Mus musculus
20171	CHEMBL3935	Serine/threonine-protein kinase Aurora-C	Homo sapiens
103725	CHEMBL1293292	ATP-sensitive inward rectifier potassium channel 1	Homo sapiens
